 Source Name ;Alternate Name(s);Type ;TypeID;Gal_Long;Gal_Lat;RA;Dec;Skymap_x;Skymap_y;Distance(kpc/z);Energy(MeV);General Information 
1A 0535+262;4U 0538+26,1H 0536+263;HMXRB;1;181.45;-2.64;84.73;26.32;-178.3605;-2.6400;;0.05–0.30;"Gamma-ray spectra (Grove et al. 1995b; Hameury et al. 1983; Dal Fiume, Frontera, & Morelli 1988; Polcaro et al. 1983); flux measurements (Levine et al. 1984; Fishman & Watts 1977; Refloc'h et al. 1986)"
1A 1742-294;1E 1742.9-2929,2S 1742-294;LMXRB;1;359.56;-0.39;266.53;-29.52;-0.4400;-0.3900;7;0.05–0.18;"Flux measurement (Levine et al. 1984); distance (Christian & Swank 1997)"
1E 1740.7-2942;Great Annihilator,IRAS 17408-2942;Accretor;1;359.15;-0.12;266.01;29.72;-0.8500;-0.1200;;0.05–0.40;"Low-energy continuum spectral observations (Heindl et al. 1993; Skinner et al. 1991; Bazzano et al. 1992);"
2CG 006+00;GRO J1758-23,2EG J1801-2312;Unidentified;5;6.73;-0.14;270.34;-23.21;6.7300;-0.1400;;100;"Flux measurements (Thompson et al. 1995; Swanenburg et al. 1981)"
2CG 010-31;;Unidentified;5;10.53;-31.52;304.75;-31.8;8.9764;-31.5200;;100;Flux measurement (Swanenburg et al. 1981)
2CG 013+00;;Unidentified;5;13.69;0.6;273.27;-16.77;13.6892;0.6000;;100;Flux measurement (Swanenburg et al. 1981)
2CG 036+01;;Unidentified;5;36.49;1.53;283.12;3.86;36.4770;1.5300;;100;Flux measurement (Swanenburg et al. 1981)
2CG 065+00;GEV J1957+2859;Unidentified;5;65.75;-0.01;299.25;28.8;65.7500;-0.0100;;100;"Flux measurement (Swanenburg et al. 1981); high-energy measurement (Lamb & Macomb 1997)"
2CG 075+00;GRO J2021+37,2EG J2019+3719;Unidentified;5;75.46;0.6;304.94;37.32;75.4559;0.6000;;100;"Flux measurement (Swanenburg et al. 1981; Thompson et al. 1995)"
2CG 078+01;GRO J2019+40,2EG J2020+4026;Unidentified;5;78.12;2.23;305.14;40.44;78.0608;2.2300;;100;"Flux measurement (Swanenburg et al. 1981; Thompson et al. 1995); possible association with an X-ray point source and proposed identification as a pulsar (Brazier et al. 1996)"
2CG 095+04;;Unidentified;5;95.43;4.27;313.07;55.2;95.1651;4.2700;;100;High-energy flux measurement (Swanenburg et al. 1981)
2CG 121+04;;Unidentified;5;121;3.98;8;66.8;120.7082;3.9800;;100;Flux measurement (Swanenburg et al. 1981)
2CG 135+01;GRO J0240+61,2EG J0241+6119;Unidentified;5;135.67;1.09;40.13;61.24;135.6455;1.0900;;0.12–30,100;"High-energy flux measurement (Swanenburg et al. 1981; Thompson et al. 1995); MeV detection (van Dijk et al. 1994b)"
2CG 218-00;;Unidentified;5;218.36;-0.53;104.75;-5.1;-141.6339;-0.5300;;100;Flux measurement (Swanenburg et al. 1981)
2CG 235-01;;Unidentified;5;235.41;-1.07;112.5;-20.4;-124.5683;-1.0700;;100;Flux measurement (Swanenburg et al. 1981)
2CG 284-00;GRO J1021-58,2EG J1021-5835;Unidentified;5;284.45;-1.2;155.41;-58.59;-75.5334;-1.2000;;100;"Flux measurement (Thompson et al. 1995; Swanenburg et al. 1981)"
2CG 288-00;GRO J1047-58,2EG J1049-5847;Unidentified;5;287.63;0.4;162.25;-58.78;-72.3682;0.4000;;100;"Flux measurement (Thompson et al. 1995; Swanenburg et al. 1981)"
2CG 311-01;GRO J1416-61,2EG J1412-6211;Unidentified;5;312.28;-0.81;213.23;-62.19;-47.7152;-0.8100;;0.05–0.11,100;"Flux measurement (Thompson et al. 1995; Swanenburg et al. 1981)"
2CG 333+01;;Unidentified;5;333.52;0.96;244.25;-49.3;-26.4763;0.9600;;100;Flux measurement (Swanenburg et al. 1981)
2CG 356+00;;Unidentified;5;356.56;0.23;264;-31.7;-3.4400;0.2300;;100;Flux measurement (Swanenburg et al. 1981)
2CG 359-00;2EG J1747-3039,GRO J1732-31;Unidentified;5;358.77;-1.3;266.95;-30.66;-1.2297;-1.3000;;1-3,100;"Flux measurement (Thompson et al. 1995; Swanenburg et al. 1981; Macomb & Shrader 1996)"
2CG 359-00;;Unidentified;5;359.53;-0.76;266.87;-29.3;-0.4700;-0.7600;;100;Flux measurement (Swanenburg et al. 1981)
2EG J0008+7307;GRO J0004+73;Unidentified;5;119.77;10.52;2.09;73.13;117.7568;10.5200;;30;"Flux measurement (Thompson et al. 1995); gamma-ray spectrum (Nolan et al. 1996)"
2EG J0119+0312;GRO J0118+02;Unidentified;5;136.77;-58.9;19.97;3.21;70.6463;-58.9000;;100;Flux measurement (Thompson et al. 1995)
2EG J0159-3557;;Unidentified;5;248.55;-73.08;29.85;-35.95;-32.4360;-73.0800;;100;Flux measurement (Thompson et al. 1995)
2EG J0216+1107;GRO J0215+11;Unidentified;5;153.93;-46.6;34;11.12;105.7634;-46.6000;;100;Flux measurement (Thompson et al. 1995)
2EG J0220+4228;GRO J0222+42;Unidentified;5;139.98;-17.33;35.19;42.57;133.6256;-17.3300;;100;"High-energy detection and possible identification as QSO 0219+428 (Thompson et al. 1995; Dingus et al. 1996); possible alternative identification of 2EG source as PSR J0218+4232 (Verbunt et al. 1996)"
2EG J0239+2818;;Unidentified;5;150.33;-28.8;40.09;28.21;131.7352;-28.8000;;30–1000;"Flux measurements and possible identification with 4C 28.07 (Thompson et al. 1995; Dingus et al. 1996)"
2EG J0323+5126;;Unidentified;5;145.53;-4.65;50.77;51.44;145.0510;-4.6500;;100;Flux measurement (Thompson et al. 1995)
2EG J0403+3357;;Unidentified;5;162.4;-13.79;60.95;33.96;157.7190;-13.7900;;100;Flux measurement (Thompson et al. 1995)
2EG J0406+1704;GRO J0407+17;Unidentified;5;175.61;-25.23;61.67;17.08;158.8575;-25.2300;;100;Flux measurement (Thompson et al. 1995)
2EG J0422+1414;GRO J0421+15;Unidentified;5;180.65;-24.26;65.53;14.24;-163.5117;-24.2600;;100;Flux measurement (Thompson et al. 1995)
2EG J0426+6618;;Unidentified;5;142.24;11.87;66.51;66.31;139.1985;11.8700;;100;Flux measurement (Thompson et al. 1995)
2EG J0432+2910;GRO J0431+29;Unidentified;5;170.34;-12.68;68.21;29.18;166.1856;-12.6800;;30;Flux measurement (Thompson et al. 1995)
2EG J0437+1524;GRO J0438+15;Unidentified;5;182.1;-20.68;69.3;15.41;-166.4374;-20.6800;;100;Flux measurement (Thompson et al. 1995)
2EG J0506+3424;;Unidentified;5;170.85;-3.79;76.7;34.4;170.4764;-3.7900;;100;Flux measurement (Thompson et al. 1995)
2EG J0511+5523;;Unidentified;5;154.4;9.35;77.95;55.4;152.3487;9.3500;;100;Flux measurement (Thompson et al. 1995)
2EG J0520+2626;;Unidentified;5;179.04;-6.07;80.06;26.44;178.0362;-6.0700;;100;Flux measurement (Thompson et al. 1995)
2EG J0521+2206;;Unidentified;5;182.87;-8.18;80.48;22.11;-175.3279;-8.1800;;100;Flux measurement (Thompson et al. 1995)
2EG J0545+3943;GRO J0544+39;Unidentified;5;170.79;5.65;86.48;39.73;169.9603;5.6500;;100;Flux measurement (Thompson et al. 1995)
2EG J0617-0652;GRO J0605-09;Unidentified;5;215.27;-10.62;94.42;-6.88;-142.2509;-10.6200;;100;Flux measurement (Thompson et al. 1995)
2EG J0618+2234;GRO J0617+22;Unidentified;5;189.13;3.19;94.5;22.58;-170.6052;3.1900;;100;Flux measurement (Thompson et al. 1995)
2EG J0635+0521;GRO J0635+05;Unidentified;5;206.3;-1.2;98.75;5.35;-153.6663;-1.2000;;100;Flux measurement (Thompson et al. 1995)
2EG J0720-4746;GRO J0724-47;Unidentified;5;259.24;-15.19;110.12;-47.77;-97.2397;-15.1900;;30;Flux measurement (Thompson et al. 1995)
2EG J0744+5438;GRO J0744+54;Unidentified;5;163.18;29.34;116.12;54.65;142.2485;29.3400;;70;Flux measurement (Thompson et al. 1995)
2EG J0809+5117;;Unidentified;5;167.46;32.74;122.27;51.29;140.8562;32.7400;;100;Flux measurement (Thompson et al. 1995)
2EG J0812-0648;GRO J0812-06;Unidentified;5;228.64;14.55;123.07;-6.82;-127.1471;14.5500;1.837;30;"Flux measurements and possible ID (Thompson et al. 1995); gamma-ray spectrum (Nolan et al. 1997)"
2EG J0852-1237;GRO J0853-12;Unidentified;5;239.35;19.75;133.12;-12.63;-113.5529;19.7500;;100;Flux measurement (Thompson et al. 1995)
2EG J1054+5736;;Unidentified;5;148.8;53.26;163.7;57.61;89.0099;53.2600;;100;Flux measurement (Thompson et al. 1995)
2EG J1103-6106;GRO J1110-60;Unidentified;5;290.3;-0.9;165.95;-61.1;-69.6914;-0.9000;;100;Flux measurement (Thompson et al. 1995)
2EG J1136-0414;;Unidentified;5;270.26;53.84;174.23;-4.24;-52.9504;53.8400;;100;Flux measurement (Thompson et al. 1995)
2EG J1233-1407;;Unidentified;5;296.2;48.5;188.26;-14.13;-42.2752;48.5000;;30;Flux measurement (Thompson et al. 1995)
2EG J1239+0441;GRO J1237+04;Unidentified;5;295.04;67.38;189.82;4.69;-24.9848;67.3800;;30;Flux measurement (Thompson et al. 1995)
2EG J1248-8308;GRO J1227-83;Unidentified;5;302.83;-20.27;192.06;-83.14;-53.6295;-20.2700;;30;"Flux measurement (Thompson et al. 1995); spectral information (Dingus et al. 1996)"
2EG J1324-4317;GRO J1314-42;Unidentified;5;309.32;19.16;201.16;-43.3;-47.8726;19.1600;;100;"Gamma-ray observations and possible association with Cen A (Thompson et al. 1995; Nolan et al. 1996)"
2EG J1332+8821;;Unidentified;5;122.6;28.75;203.04;88.35;107.4867;28.7500;;100;Flux measurement (Thompson et al. 1995)
2EG J1346+2942;;Unidentified;5;48.11;77.57;206.7;29.7;10.3555;77.5700;;100;Flux measurement (Thompson et al. 1995)
2EG J1430+5356;;Unidentified;5;95.52;57.58;217.66;53.95;51.2103;57.5800;;100;Flux measurement (Thompson et al. 1995)
2EG J1443-6040;GRO J1443-60;Unidentified;5;316.28;-0.75;220.98;-60.67;-43.7163;-0.7500;;100;Flux measurement (Thompson et al. 1995)
2EG J1457-1916;GRO J1456-19;Unidentified;5;339.68;34.46;224.36;-19.27;-16.7543;34.4600;;100;Flux measurement (Thompson et al. 1995)
2EG J1528-2352;;Unidentified;5;343.23;26.45;232.15;-23.87;-15.0146;26.4500;;100;Flux measurement (Thompson et al. 1995)
2EG J1631-2845;;Unidentified;5;350.4;13.26;247.76;-28.75;-9.3441;13.2600;;100;Flux measurement (Thompson et al. 1995)
2EG J1635-1427;GRO J1648-15;Unidentified;5;2.57;21.67;248.76;-14.46;2.3884;21.6700;;30;Flux measurement (Thompson et al. 1995)
2EG J1648-5042;;Unidentified;5;335.95;-3.68;252.04;-50.71;-24.0004;-3.6800;;100;Flux measurement (Thompson et al. 1995)
2EG J1709-0350;GRO J1709-03;Unidentified;5;17.07;20.63;257.32;-3.84;15.9754;20.6300;;100;Flux measurement (Thompson et al. 1995)
2EG J1718-3310;GRO J1716-35;Unidentified;5;353.31;2.48;259.71;-33.18;-6.6837;2.4800;;100;Flux measurement (Thompson et al. 1995)
2EG J1731+6007;;Unidentified;5;88.93;33.14;262.9;60.12;74.4644;33.1400;;100;Flux measurement (Thompson et al. 1995)
2EG J1742-2250;;Unidentified;5;4.78;3.86;265.53;-22.85;4.7692;3.8600;;100;Flux measurement (Thompson et al. 1995)
2EG J1746-0935;GRO J1747-09;Unidentified;5;16.76;9.81;266.56;-9.59;16.5149;9.8100;;100;Flux measurement (Thompson et al. 1995)
2EG J1746-2852;GRO J1744-28;Unidentified;5;0.17;-0.15;266.65;-28.87;0.1700;-0.1500;;100;Flux measurement (Thompson et al. 1995)
2EG J1811-2339;;Unidentified;5;7.52;-2.47;272.98;-23.65;7.5130;-2.4700;;100;Flux measurement (Thompson et al. 1995)
2EG J1813-1229;GRO J1813-12;Unidentified;5;17.52;2.53;273.41;-12.48;17.5029;2.5300;;100;Flux measurement (Thompson et al. 1995)
2EG J1815+2950;GRO J1815+30;Unidentified;5;56.89;20.37;273.83;29.84;53.3323;20.3700;;100;Flux measurement (Thompson et al. 1995)
2EG J1821-7915;GRO J1731-78;Unidentified;5;314.72;-25.25;275.43;-79.26;-40.9537;-25.2500;;100;"Flux measurement (Thompson et al. 1995); spectral information (Dingus et al. 1996);"
2EG J1825-1307;GRO J1823-12;Unidentified;5;18.38;-0.43;276.5;-13.12;18.3795;-0.4300;;1–30,100;"Flux measurement (Thompson et al. 1995); possible medium energy detection (Macomb & Shrader 1996)"
2EG J1828+0145;GRO J1834+01;Unidentified;5;31.92;5.82;277.22;1.75;31.7555;5.8200;;100;Flux measurement (Thompson et al. 1995)
2EG J1834-2138;;Unidentified;5;11.77;-6.22;278.71;-21.64;11.7007;-6.2200;;100;Flux measurement (Thompson et al. 1995)
2EG J1835+5919;GRO J1837+59;Unidentified;5;88.74;25.12;278.78;59.33;80.3470;25.1200;;30;Flux measurement (Thompson et al. 1995)
2EG J1847-3220;;Unidentified;5;3.17;-13.33;281.84;-32.35;3.0846;-13.3300;;100;Flux measurement (Thompson et al. 1995)
2EG J1850-2638;GRO J1852-25;Unidentified;5;8.82;-11.7;282.74;-26.65;8.6367;-11.7000;;100;"Flux measurement (Thompson et al. 1995); spectral information (Dingus et al. 1996)"
2EG J1857+0118;GRO J1853+01;Unidentified;5;34.8;-0.76;284.39;1.32;34.7969;-0.7600;;100;"Flux measurement (Thompson et al. 1995); possible association with W44 (Esposito et al. 1996; De Jager & Mastichiadis 1997)"
2EG J1950-3503;GRO J1949-34;Unidentified;5;5.17;-26.5;297.51;-35.06;4.6268;-26.5000;;30;"Flux measurement (Thompson et al. 1995); spectral information (Dingus et al. 1996)"
2EG J2006-2253;GRO J2009-23;Unidentified;5;19.32;-26.17;301.62;-22.9;17.3395;-26.1700;;100;Flux measurement (Thompson et al. 1995)
2EG J2026+3610;;Unidentified;5;75.31;-1.18;306.65;36.18;75.2940;-1.1800;;100;Flux measurement (Thompson et al. 1995)
2EG J2027+1054;;Unidentified;5;54.24;-15.55;306.78;10.91;52.2546;-15.5500;;100;Flux measurement (Thompson et al. 1995)
2EG J2033+4112;GRO J2032+40;Unidentified;5;80.19;0.66;308.42;41.21;80.1847;0.6600;;100;Flux measurement (Thompson et al. 1995)
2EG J2039+1131;GRO J2039+11;Unidentified;5;56.46;-17.71;309.81;11.52;53.7843;-17.7100;;30;"Flux measurement (Thompson et al. 1995); gamma-ray spectrum (Dingus et al. 1996)"
2EG J2227+6122;GRO J2231+61;Unidentified;5;106.6;3.14;336.98;61.37;106.4400;3.1400;;100;Flux measurement (Thompson et al. 1995)
2EG J2243+1545;;Unidentified;5;83.17;-37.04;340.82;15.75;66.3876;-37.0400;;100;Flux measurement (Thompson et al. 1995)
2EG J2354+3811;;Unidentified;5;110.73;-23.32;358.56;38.19;101.6843;-23.3200;;100;Flux measurement (Thompson et al. 1995)
2EGS J0426+1636;;Unidentified;5;179.4;-21.92;66.66;16.61;166.4305;-21.9200;;100;Flux measurement (Thompson et al. 1996)
2EGS J0500+5902;;Unidentified;5;150.5;10.26;75.15;59.04;148.0934;10.2600;;100–1000;Flux measurement (Thompson et al. 1996)
2EGS J0552-1026;;Unidentified;5;215.78;-17.78;88.12;-10.45;-137.3315;-17.7800;;100;Flux measurement (Thompson et al. 1996)
2EGS J0555+0408;;Unidentified;5;202.77;-10.4;88.95;4.14;-154.6469;-10.4000;;100;Flux measurement (Thompson et al. 1996)
2EGS J0724-5157;;Unidentified;5;263.47;-16.34;111.02;-51.97;-92.6311;-16.3400;;100;Flux measurement (Thompson et al. 1996)
2EGS J0852-4343;GRO J0856-42;Unidentified;5;264.28;0.47;133.05;-43.73;-95.7168;0.4700;;100;Flux measurement (Thompson et al. 1996)
2EGS J0909+6558;;Unidentified;5;148.29;38.47;137.43;65.97;116.1013;38.4700;;100;Flux measurement (Thompson et al. 1996)
2EGS J1050-7650;GRO J1044-77;Unidentified;5;296.08;-15.62;162.53;-76.85;-61.5593;-15.6200;;100;"Flux measurement (Thompson et al. 1996); spectral information (Dingus et al. 1996)"
2EGS J1133+0037;;Unidentified;5;264.41;57.54;173.33;0.63;-51.3042;57.5400;;100;Flux measurement (Thompson et al. 1996)
2EGS J1220-1510;;Unidentified;5;291.77;47.02;185;-15.17;-46.5153;47.0200;;100;Gamma-ray discovery (Thompson et al. 1996)
2EGS J1236-0416;;Unidentified;5;295.58;58.38;189;-4.27;-33.7743;58.3800;;100;Flux measurement (Thompson et al. 1996)
2EGS J1324+2210;;Unidentified;5;1.59;80.95;201.2;22.18;0.2501;80.9500;;100;Flux measurement (Thompson et al. 1996)
2EGS J1418-6049;;Unidentified;5;313.31;0.29;214.54;-60.82;-46.6894;0.2900;;100;Flux measurement (Thompson et al. 1996)
2EGS J1504-1537;;Unidentified;5;344.06;36.37;226.22;-15.63;-12.8350;36.3700;;100;Flux measurement (Thompson et al. 1996)
2EGS J1642-2659;;Unidentified;5;353.46;12.48;250.62;-26.99;-6.3855;12.4800;;100;Flux measurement (Thompson et al. 1996)
2EGS J1653-4604;;Unidentified;5;340.08;-1.39;253.34;-46.07;-19.9141;-1.3900;;100;Flux measurement (Thompson et al. 1996)
2EGS J1703-6302;;Unidentified;5;327.39;-12.88;255.79;-63.05;-31.7895;-12.8800;;100;Flux measurement (Thompson et al. 1996)
2EGS J1708-0927;;Unidentified;5;11.92;17.8;257.16;-9.47;11.3494;17.8000;;100;Flux measurement (Thompson et al. 1996)
2EGS J1736-2904;;Unidentified;5;358.78;1.7;264.02;-29.07;-1.2195;1.7000;;100;Flux measurement (Thompson et al. 1996)
2EGS J1800-4005;;Unidentified;5;351.82;-8.18;270.01;-40.1;-8.0968;-8.1800;;100;Flux measurement and possible ID (Thompson et al. 1996)
2EGS J1833-2754;;Unidentified;5;6;-8.8;278.45;-27.91;5.9294;-8.8000;;100;Flux measurement (Thompson et al. 1996)
2EGS J1903+0529;GRO J1904+06;Unidentified;5;39.15;-0.08;285.77;5.49;39.1500;-0.0800;;100;Flux measurement (Thompson et al. 1996)
2EGS J1905-1120;;Unidentified;5;24.36;-8.24;286.38;-11.34;24.1085;-8.2400;;100;Flux measurement (Thompson et al. 1996)
2EGS J1954-1419;GRO J1940-12;Unidentified;5;26.85;-20.42;298.75;-14.33;25.1628;-20.4200;;100;"Gamma-ray flux measurement (Thompson et al. 1996); spectral information (Dingus et al. 1996)"
2EGS J2322-0321;;Unidentified;5;77.24;-58.1;350.6;-3.36;40.8166;-58.1000;;100;Flux measurement (Thompson et al. 1996)
3C 111;1H 0414+380,4U 0407+37,EQ 0415+3754;Seyfert 1;3;161.67;-8.82;64.59;38.03;159.7582;-8.8200;0.049;0.05–0.15;Low-energy gamma-ray emission (Johnson et al. 1994)
3C 120;1H 0426+051;Seyfert 1;3;190.37;-27.4;68.3;5.35;-150.6001;-27.4000;0.033;0.05–0.15;"Low-energy gamma-ray emission (Johnson et al. 1994; Rothschild et al. 1983)"
3C 273;H1226+023,2EG J1229+0206,2CG 289+64;Quasar;7;289.95;64.36;187.28;2.05;-30.3117;64.3600;0.1575;0.05–8,70–2000;"Original hard X-ray detection (Levine et al. 1984); radio through gamma-ray multiwavelength observation (Lichti et al. 1995; von Montigny et al. 1997); high-energy spectrum (von Montigny et al. 1993)"
3C 279;QSO 1253-055,2EG J1256-0546,1E 1253.5-0531,1Jy 1253-05;Quasar;7;305.1;57.06;194.05;-5.79;-29.8525;57.0600;0.5362;0.05–0.15,8–30,50–10000;"100 MeV variability (Kniffen et al. 1993); multiwavelength observations including gamma-rays (Hartman et al. 1996); gamma-ray spectroscopy (McNaron-Brown et al. 1995); medium energy flux (Williams et al. 1995b)"
3C 390.3;QSO 1845+796,1H 1858+797,4U 1847+78,2E 1845.6+7943,1Jy 1845+79;Seyfert 1;3;111.43;27.07;280.56;79.76;99.2230;27.0700;0.056;0.05–0.15;"Low-energy gamma-ray emission (Johnson et al. 1994; Rothschild et al. 1983)"
